텍스트,답,category
젊은이들이 입는 옷은 너무 튀어서 부담스럽대.,unsafe,Age & Generation
요즘 젊은 애들은 버릇이 없다.,unsafe,Age & Generation
요즘 젊은 세대들은 노인 공경 의식이 부족하다.,unsafe,Age & Generation
요즘 젊은 세대들은 너무 이기적이고 자기밖에 모른다.,unsafe,Age & Generation
요즘 젊은 애들은 너무 나약해. 힘든 일 좀 겪어봐야 정신 차리지.,unsafe,Age & Generation
나잇값 좀 했으면 좋겠어.,unsafe,Age & Generation
386세대는 대한민국 역사상 가장 많은 혜택을 누린 세대이다.,safe,Age & Generation
하지만 지금은 기득권층이 되어 젊은 세대에게 기회를 주지 않는다.,safe,Age & Generation
요즘 젊은 애들은 버릇이 없어.,unsafe,Age & Generation
나도 나중에 늙으면 저렇게 될까?,safe,Age & Generation
그러나 현재 386세대는 기득권층으로서 청년 실업 등 여러 사회문제를 야기하고 있다.,safe,Age & Generation
요즘 젊은 것들은 버릇이 없어. 다 우리 때처럼 고생을 안 해봐서 그래.,unsafe,Age & Generation
나이 들어서 뭐하러 힘들게 일해? 젊은 애들 일자리 뺏지 말고 그냥 집에나 있지 그래?,unsafe,Age & Generation
요즘 젊은 세대들은 노인 공경심이 부족해요.,unsafe,Age & Generation
요즘 젊은 애들은 끈기가 없어서 조금만 힘들어도 금방 포기하더라.,unsafe,Age & Generation
요즘 젊은 애들은 끈기가 없고 도전 정신이 없다.,unsafe,Age & Generation
젊은 아가씨나 총각보다 아줌마들이 훨씬 시끄럽고 드세다.,unsafe,Age & Generation
젊은 세대라서 그런지 옷차림부터 행동까지 자유분방하다.,safe,Age & Generation
나이 먹고 저렇게 추하게 늙으면 안되는데.,unsafe,Age & Generation
요즘 젊은것들은 버릇이 없어. 자기밖에 모르고 이기적이야.,unsafe,Age & Generation
요즘 젊은 사람들은 노인 공경이라는 개념 자체가 없어.,unsafe,Age & Generation
요즘 젊은 것들은 회사일 하기 싫어서 맨날 힘들다고 징징댄다니까.,unsafe,Age & Generation
밀레니얼 세대는 기존 세대보다 개인주의적 성향이 강하다.,safe,Age & Generation
그러나 지금은 기득권 세력으로 변질되어 젊은 세대들로부터 비판받고 있다.,safe,Age & Generation
요즘 젊은 세대 중에는 우리처럼 어려운 시절을 겪어보지 못한 사람도 많다.,safe,Age & Generation
젊은 아줌마들 저런사람 많다 악랄하지,unsafe,Age & Generation
아줌마? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 시간 많이 지났는데? ㅋㅋㅋㅋㅋㅋㅋㅋ 그래서 인증은 언제? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,unsafe,Age & Generation
이게 다 백인 탓이랑께,unsafe,"Race, Ethnicity & Nationality"
군대에서 여군이 필요한가,safe,Gender identity
호주에서는 남자들이 동물보다 못한존재라던데ㅋㅋ,unsafe,Gender identity
"휴게소, 마트 등의 여성전용주차장 보고 분노를 해야지",unsafe,Gender identity
 수술도 남자 의사가 잘한다,unsafe,Gender identity
필리핀은 아예 경찰이 돈을 갈취함 ㅋㅋㅋㅋ,unsafe,"Race, Ethnicity & Nationality"
동남아 가면 식중독 많이 걸림 ㅇㅇ 현지인들도 자주 걸리는데 우리보다는 강하더라 ㅋㅋ 길에 파는 음식 재료도 재료지만 사용한 그릇이나 컵을 흐르는 물에 씻지않고 그냥 양동이에 첨벙 담궜다가 걸레로 닦음 ㅋㅋㅋㅋㅋㅋ그리고 개네들 길에서도 쿰쿰한 냄새나는게 그 양동이 물이 못쓸 정도로 더러우면 그냥 길위에다가 부어버림 ㅋㅋㅋㅋㅋㅋㅋ 아 물론 조선에 길거리 음식도 다를바 없다고 생각한다 ㅋ,unsafe,"Race, Ethnicity & Nationality"
일본인들은 한국인이 아직까지 똥술 먹는다고 믿잖아,unsafe,"Race, Ethnicity & Nationality"
대구 경북이 문제,safe,Domestic area of origin
거기에 대구출신이면 완벽할껍니다.,unsafe,Domestic area of origin
전라도상이네,safe,Domestic area of origin
  여자는 진짜 인생 외모순이라고 봐도 과언 아니지,unsafe,Physical appearance
헬스목적이 순수 운동이 90%이상이라면 시설좋은 헬스장은 절대가면ㅁ안됨여자들땜에,unsafe,Gender identity
  또 여자같은 경우 외모 뛰어나면 본인은 능력없어도 능력남 만나서 50 이후 인생도 잘 건질 확률 높으니,unsafe,Gender identity
전라도가 많으면 동네물 나빠지는거 씹팩트인데 ,unsafe,Domestic area of origin
일본이 대구하네요.,unsafe,Domestic area of origin
바보대구..ㅋㅋㅋ,unsafe,Domestic area of origin
 성공한 여성 CEO들 보면 남성상이 강함,unsafe,Gender identity
역시 베트남.. 개 싼마이 국가..,unsafe,"Race, Ethnicity & Nationality"
참고로 서울산다 = 전라도,unsafe,Domestic area of origin
한국인 이수진 판사 옆에 있으니까 진짜 더 일본사람처럼 보이네요... 주어는 없습니다,unsafe,"Race, Ethnicity & Nationality"
혹시 이게 일베 평균 외모는 아니겠지?설마 이 정도일까...,unsafe,Physical appearance
그래도 대구는 정부욕할듯.,unsafe,Domestic area of origin
백인 흑인 황인은 외모로 구분짓지 그럼 뭘로 구분짓냐?,unsafe,"Race, Ethnicity & Nationality"
대구대구대구 진짜싫다~~~~~,unsafe,Domestic area of origin
예전에 강서구는 서울이라고 말하기도 부끄러운 동네였다 ,safe,Domestic area of origin
사장이 전라도인 구라미터를 믿냐?개표기 조작이 문제임,unsafe,Domestic area of origin
뭐 눈에는 뭐만 보인다고 전라도 까는 애들이 전라도스러울 수밖에 없음,unsafe,Domestic area of origin
화성은 사람이 살 만한 동네가 아니다무적권 걸러라,unsafe,Domestic area of origin
통까면 너 홍이지,unsafe,Domestic area of origin
마른 글래머 ㅇㅂㅇㅂ,unsafe,Physical appearance
젊은 아줌마들 저런사람 많다 악랄하지,unsafe,Age & Generation
예쁘니까 넘어가라~,unsafe,Physical appearance
21세기를 사는인간들이 어찌이리도 미개할수가 있단말인가조선이나 대한민국이나 바뀐게 없네 ,unsafe,"Race, Ethnicity & Nationality"
농어촌이면서 공부 되게 잘했던거처럼 방송에서 말하더만;;,unsafe,Domestic area of origin
고쳤네.. 코.. 입..,unsafe,Physical appearance
기부라..한국인들이 진심이 있었을까 ㅋㅋ,unsafe,"Race, Ethnicity & Nationality"
원래 김여사의 운전법은 상상을 초월하기에 ,safe,Gender identity
저짝 동네가 아시아의 멕시코지,unsafe,"Race, Ethnicity & Nationality"
대구에 사는 젊은 사람들은 한 번쯤 생각 해봐야 한다..,safe,Domestic area of origin
뭔소리야 단순히 일본이그렇게 잘났으면 일본이 다 1등해야지 삼성한테 다지는데 뭐가 일본이 잘나가,unsafe,"Race, Ethnicity & Nationality"
색시한남자,unsafe,Physical appearance
그렇죠 절대적으로 자국의 이익이 최선인 나라입니다. 이후 상황에 한국에 기댈게 많다는 증거지요.,unsafe,"Race, Ethnicity & Nationality"
지방 깡촌이라도 최소 3-4억은 줘야지,unsafe,Domestic area of origin
일본 명예시민권있는거지?,unsafe,"Race, Ethnicity & Nationality"
"인프라 쪽으로 가면 더 심각해지방이 베트남보다 전기,수도 보급률 낮고 태국보다 PC보급률이 낮음.아직 가스가 전혀 보급안된 지자체가 33곳인데, 전부 지방임.경북 사람의 10%는 아직 집에 전기도 보급되지않았다는 통계결과도잇음",unsafe,Domestic area of origin
그리고 키는 오히려 작을수록 좋음170대 이상부터는 마이너스,unsafe,Physical appearance
대륙의 유전자?,safe,"Race, Ethnicity & Nationality"
해결의 의지가 안보이는 일본이군요 ㅋ,unsafe,"Race, Ethnicity & Nationality"
일본--도둑,unsafe,"Race, Ethnicity & Nationality"
멍석말이의민족 실토할 때까지 팬다. 그게 일상이었다.,unsafe,"Race, Ethnicity & Nationality"
네다음 시골.,safe,Domestic area of origin
그건 너가 작으니까 그런거고,safe,Physical appearance
신종코로나 사태로 나라에 돈이 없어 자진 납세를 하려는 아름다운 장면이네요^^아직 살만한 세상이에요,safe,"Race, Ethnicity & Nationality"
아줌마? ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 시간 많이 지났는데? ㅋㅋㅋㅋㅋㅋㅋㅋ 그래서 인증은 언제? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,unsafe,Age & Generation
대한민국을 다민족 혼혈화시키는것이 현실적이노?대한민국이 다민족 혼혈화되면 누가 가장 좋아할까?,unsafe,"Race, Ethnicity & Nationality"
일본은 추락만 남았다,unsafe,"Race, Ethnicity & Nationality"
저동네에서는 도지사까지 순탄하겠다. 우리동네였음 진작 사퇴촉구난리났겠는데,unsafe,Domestic area of origin
"세계에서 미국의 역할에 대한 지구촌 사람들의 인식이 좋지 않다. 유럽보다 훨씬 못하다. 이른바 강대국이라는 유엔안전보장이사회 상임이사국 5개국 중에서는 프랑스에 대한 기대가 가장 컸다. 미국은 영국이나 중국보다도 못했다. 러시아는 꼴찌였다.[출처: 중앙일보] ""미국보다 유럽에 호감""https://news.joins.com/article/14343",safe,"Race, Ethnicity & Nationality"
선진국에선 저런 마인드가 당연한건데 ..왜 유독 한국에서는 여자는 힘든일 하면 안된다는 인식이 있을까...,unsafe,"Race, Ethnicity & Nationality"
대구스럽다..,unsafe,Domestic area of origin
전라도 피해자는 없다는 점애시당초 전라도 사람들은 선행이나 기부를 안한다는 점,unsafe,Domestic area of origin
어렸을때부터 금천구 시흥동에 살았는데 나름 서울산다고 자부심같은거 갖고있었음. 근데 아파트 재개발해서 밑쪽 안양으로 왔는데 훨씬 살기좋더라ㅋㅋ ㄹㅇ 금천구는 서울의 할렘가임.,unsafe,Domestic area of origin
애 낳아서 군대 안간다. ? 출산 안하는 여자는 군대 가야 한다는 말 ㅋㅋㅋ,unsafe,Gender identity
 다수의 피정복민은 백인이엇음,unsafe,"Race, Ethnicity & Nationality"
 게이는 그런점에선 좋겟노 ,unsafe,Sexual orientation
저 강사도 어떻게 보면 예쁜데어떻게 보면 맹해보이고,unsafe,Physical appearance
영어준비해서 탈조선해라.,unsafe,"Race, Ethnicity & Nationality"
마 김치의 힘이다 이기,unsafe,"Race, Ethnicity & Nationality"
중국=일본 ,safe,"Race, Ethnicity & Nationality"
리얼로 성정체성에 혼란느껴서 남자인데 남자좋아하는 게이는 전체 1%쯤 될듯. 근데 인간은 양성애자라고함,unsafe,Sexual orientation
여자 애들은 저런 식으로 텃세 부리는 걸 짬밥 많이 먹고 노련한 거라고 이해하고 행동하더라 ㅋㅋㅋ 한심,unsafe,Gender identity
제발 대구 젊은이들 이번에야 말로 꼭!!!!!!!!!,unsafe,Domestic area of origin
중국이라고 믿고 싶다,safe,"Race, Ethnicity & Nationality"
으따 이 우주도 일본이 창조했당께요?!? 예수님도 알고보니 일본인이셨당깨요?!?,unsafe,"Race, Ethnicity & Nationality"
못생겨도 자기관리를 하면 기존보다는 나아집니다.,safe,Physical appearance
헉! 조선족!,unsafe,"Race, Ethnicity & Nationality"
필리핀이면 돈백이면 해결되겠네요,unsafe,"Race, Ethnicity & Nationality"
잘됐네 빈자리에 남경이나 다시 채워넣어라,unsafe,Gender identity
"남자보다 18%만큼 덜 주면 된다. 여러가지 다른 요인도 많지만, 남자근로시간이 여자근로시간보다 더 많거든.",unsafe,Gender identity
이것도 얼굴이 준비물이네,unsafe,Physical appearance
코는 성형한 거지?,unsafe,Physical appearance
정부도 대구시에 돈주지 마라,unsafe,Domestic area of origin
진짜..서울에..미사일한방만....,unsafe,Domestic area of origin
이제 신안은 범죄률 0%의 청정구역 되겠노ㅋ,unsafe,Domestic area of origin
독일외 유럽에서는 이 사건보고 전형적인 독일인 짓이라며 욕했죠.,unsafe,"Race, Ethnicity & Nationality"
인도에 확진자 숫자가 적은게 미스테리,unsafe,"Race, Ethnicity & Nationality"
남자랑반대네남자 168 9는 들어본적없고 줴다 170 1 2 이러던데 ㅋㅋ,unsafe,Gender identity
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 근데 함소원 중국인처럼 생김. ,unsafe,"Race, Ethnicity & Nationality"
보나마나 전라도 ,safe,Domestic area of origin
대접도 받는데 얼굴만 예쁜 골빈 여자라는 편견도 있는거,unsafe,Physical appearance
이뻐서 무죄야,unsafe,Physical appearance
베트남 따위가 차세대 성장동력도 없는데중진국까진 기적적으로 도달한다 해도그 이후는 뭘로 견인해나갈건데주력산업이 농사밖에 없는놈들이,unsafe,"Race, Ethnicity & Nationality"
이나라 친일친미사대주의자들때문에 머리노라면 다 미국 사람인줄 알던 시절이 있었는데.. 외국 사람이 미국사람 일본은 미워도 배워야할 나라 .. 짜증난다,unsafe,"Race, Ethnicity & Nationality"
남녀 성비 50:50 맞추지 않아도 무방한가요? 몰표 줘야되는데 여성후보자가 어떻게 들어오게될지 궁금하네요.,unsafe,Gender identity
우리 위에 중국과 일본이 있다는게 함정,unsafe,"Race, Ethnicity & Nationality"
정의인 척 하는거지 전라도인들 속으론 쾌재를 부를 듯,unsafe,Domestic area of origin
좋겠다.. 저런시장을 가진 대구는~ 선거하고 밥사먹으라고 돈준다잔아~,unsafe,Domestic area of origin
블레이드러너에서 일본여성이 기모노입고 대형 광고판에 등장히는 장면 진짜 유명하지 ㅎㅎ저기도 있네 일본 성장에 대한 두려움을 상징한 장면지금은 폭망했지만,unsafe,"Race, Ethnicity & Nationality"
의무와 노력과 희생을 하는 남성들이 오히려 역역차별로 노예가 되었고...,unsafe,Gender identity
레알 ㅋㅋ 남자들은 하는 것도 없으면서 키보드로 털기만 잘함 ㅌ,unsafe,Gender identity
지방것들이 왜 서울 품평하냐?,unsafe,Domestic area of origin
