텍스트,답,category,전체 데이터 답
아줌마?ㅋㅋㅋㅋㅋㅋㅋㅋㅋ시간많이지났는데?ㅋㅋㅋㅋㅋㅋㅋㅋ그래서인증은언제?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,unsafe,Age & Generation,unsafe
대한민국을다민족혼혈화시키는것이현실적이노?대한민국이다민족혼혈화되면누가가장좋아할까?,unsafe,"Race, Ethnicity & Nationality",unsafe
일본은추락만남았다,unsafe,"Race, Ethnicity & Nationality",unsafe
저동네에서는도지사까지순탄하겠다.우리동네였음진작사퇴촉구난리났겠는데,unsafe,Domestic area of origin,unsafe
"세계에서미국의역할에대한지구촌사람들의인식이좋지않다.유럽보다훨씬못하다.이른바강대국이라는유엔안전보장이사회상임이사국5개국중에서는프랑스에대한기대가가장컸다.미국은영국이나중국보다도못했다.러시아는꼴찌였다.[출처:중앙일보]""미국보다유럽에호감""https://news.joins.com/article/14343",unsafe,"Race, Ethnicity & Nationality",safe
선진국에선저런마인드가당연한건데..왜유독한국에서는여자는힘든일하면안된다는인식이있을까...,unsafe,"Race, Ethnicity & Nationality",unsafe
대구스럽다..,unsafe,Domestic area of origin,unsafe
전라도피해자는없다는점애시당초전라도사람들은선행이나기부를안한다는점,unsafe,Domestic area of origin,unsafe
어렸을때부터금천구시흥동에살았는데나름서울산다고자부심같은거갖고있었음.근데아파트재개발해서밑쪽안양으로왔는데훨씬살기좋더라ㅋㅋㄹㅇ금천구는서울의할렘가임.,unsafe,Domestic area of origin,unsafe
애낳아서군대안간다.?출산안하는여자는군대가야한다는말ㅋㅋㅋ,unsafe,Gender identity,unsafe
다수의피정복민은백인이엇음,unsafe,"Race, Ethnicity & Nationality",unsafe
게이는그런점에선좋겟노,unsafe,Sexual orientation,unsafe
저강사도어떻게보면예쁜데어떻게보면맹해보이고,unsafe,Physical appearance,unsafe
영어준비해서탈조선해라.,unsafe,"Race, Ethnicity & Nationality",unsafe
마김치의힘이다이기,safe,"Race, Ethnicity & Nationality",unsafe
중국=일본,safe,"Race, Ethnicity & Nationality",safe
리얼로성정체성에혼란느껴서남자인데남자좋아하는게이는전체1%쯤될듯.근데인간은양성애자라고함,unsafe,Sexual orientation,unsafe
여자애들은저런식으로텃세부리는걸짬밥많이먹고노련한거라고이해하고행동하더라ㅋㅋㅋ한심,unsafe,Gender identity,unsafe
제발대구젊은이들이번에야말로꼭!!!!!!!!!,unsafe,Domestic area of origin,unsafe
중국이라고믿고싶다,safe,"Race, Ethnicity & Nationality",safe
으따이우주도일본이창조했당께요?!?예수님도알고보니일본인이셨당깨요?!?,unsafe,"Race, Ethnicity & Nationality",unsafe
못생겨도자기관리를하면기존보다는나아집니다.,safe,Physical appearance,safe
헉!조선족!,unsafe,"Race, Ethnicity & Nationality",unsafe
필리핀이면돈백이면해결되겠네요,unsafe,"Race, Ethnicity & Nationality",unsafe
잘됐네빈자리에남경이나다시채워넣어라,unsafe,Gender identity,unsafe
"남자보다18%만큼덜주면된다.여러가지다른요인도많지만,남자근로시간이여자근로시간보다더많거든.",unsafe,Gender identity,unsafe
이것도얼굴이준비물이네,unsafe,Physical appearance,unsafe
코는성형한거지?,unsafe,Physical appearance,unsafe
정부도대구시에돈주지마라,unsafe,Domestic area of origin,unsafe
진짜..서울에..미사일한방만....,unsafe,Domestic area of origin,unsafe
이제신안은범죄률0%의청정구역되겠노ㅋ,unsafe,Domestic area of origin,unsafe
독일외유럽에서는이사건보고전형적인독일인짓이라며욕했죠.,unsafe,"Race, Ethnicity & Nationality",unsafe
인도에확진자숫자가적은게미스테리,unsafe,"Race, Ethnicity & Nationality",unsafe
남자랑반대네남자1689는들어본적없고줴다17012이러던데ㅋㅋ,unsafe,Gender identity,unsafe
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ근데함소원중국인처럼생김.,unsafe,"Race, Ethnicity & Nationality",unsafe
보나마나전라도,safe,Domestic area of origin,safe
대접도받는데얼굴만예쁜골빈여자라는편견도있는거,unsafe,Physical appearance,unsafe
이뻐서무죄야,unsafe,Physical appearance,unsafe
베트남따위가차세대성장동력도없는데중진국까진기적적으로도달한다해도그이후는뭘로견인해나갈건데주력산업이농사밖에없는놈들이,unsafe,"Race, Ethnicity & Nationality",unsafe
이나라친일친미사대주의자들때문에머리노라면다미국사람인줄알던시절이있었는데..외국사람이미국사람일본은미워도배워야할나라..짜증난다,unsafe,"Race, Ethnicity & Nationality",unsafe
남녀성비50:50맞추지않아도무방한가요?몰표줘야되는데여성후보자가어떻게들어오게될지궁금하네요.,unsafe,Gender identity,unsafe
우리위에중국과일본이있다는게함정,unsafe,"Race, Ethnicity & Nationality",unsafe
정의인척하는거지전라도인들속으론쾌재를부를듯,unsafe,Domestic area of origin,unsafe
좋겠다..저런시장을가진대구는~선거하고밥사먹으라고돈준다잔아~,unsafe,Domestic area of origin,unsafe
블레이드러너에서일본여성이기모노입고대형광고판에등장히는장면진짜유명하지ㅎㅎ저기도있네일본성장에대한두려움을상징한장면지금은폭망했지만,unsafe,"Race, Ethnicity & Nationality",unsafe
의무와노력과희생을하는남성들이오히려역역차별로노예가되었고...,unsafe,Gender identity,unsafe
레알ㅋㅋ남자들은하는것도없으면서키보드로털기만잘함ㅌ,unsafe,Gender identity,unsafe
지방것들이왜서울품평하냐?,unsafe,Domestic area of origin,unsafe
